-6.7565,-1.297,-0.79635
-6.7565,-1.2095,-0.82499
-6.8156,-1.2404,-0.82499
-6.7565,-1.2157,-0.7682
0.77179,-0,-0.39638
0.84085,-0,-0.38735
0.7823,-0.054902,-0.40163
-6.8149,-1.1748,-0.77494
-6.8671,-1.191,-0.82499
0.8426,-0.083585,-0.40152
3.6341,-0,0.093825
3.7815,-0,0.12234
3.6617,-0.1206,0.08473
9.45,-0,-1.1596
9.3962,-0.043374,-1.1559
9.3869,-0,-1.1317
6.496,-0,-0.17439
6.6275,-0,-0.25998
6.5543,-0.10298,-0.22268
6.7659,-0,-0.34595
6.6733,-0.1066,-0.29974
6.913,-0,-0.42891
7.0756,-0,-0.50583
6.9495,-0.1167,-0.45905
6.8157,-0.11254,-0.38664
2.4153,-0,-0.13669
2.5473,-0,-0.11263
2.4553,-0.10128,-0.14256
5.704,-0,0.25606
5.8413,-0,0.20548
5.781,-0.096903,0.22157
5.5603,-0,0.29342
5.661,-0.11782,0.25713
7.6894,-0,-0.64007
7.8852,-0,-0.66666
7.8306,-0.12885,-0.66479
9.2594,-0,-1.077
9.3225,-0,-1.1038
9.286,-0.06009,-1.1027
4.8101,-0,0.30547
4.961,-0,0.32055
4.8458,-0.094715,0.30231
4.6603,-0,0.28508
4.7288,-0.097911,0.2871
6.2372,-0,-0.0065321
6.3668,-0,-0.089506
6.3073,-0.11675,-0.063931
7.2615,-0,-0.56962
7.472,-0,-0.61196
7.3521,-0.23793,-0.62485
5.1116,-0,0.32868
5.0706,-0.16237,0.30408
7.1653,-0.16126,-0.55842
1.9263,-0,-0.22247
2.0386,-0,-0.20328
1.9657,-0.078957,-0.22479
1.8205,-0,-0.24023
1.8481,-0.063128,-0.24155
1.7146,-0,-0.25769
4.5124,-0,0.26101
4.5989,-0.10213,0.26675
9.1965,-0,-1.0508
9.2178,-0.053609,-1.0673
5.4122,-0,0.31698
5.5202,-0.13535,0.28548
3.3556,-0,0.040027
3.4934,-0,0.066613
3.4605,-0.11602,0.046455
3.2149,-0,0.012972
3.3163,-0.11774,0.017772
4.0781,-0,0.17962
4.222,-0,0.2073
4.1554,-0.14726,0.174
8.9772,-0,-0.96436
9.0556,-0,-0.99438
8.9973,-0.09224,-0.98254
8.8933,-0,-0.93336
8.9225,-0.09739,-0.95371
9.1301,-0,-1.0238
9.1502,-0.05834,-1.0386
5.2622,-0,0.32811
5.2266,-0.15204,0.30913
7.5657,-0.22759,-0.64984
8.2058,-0,-0.72857
8.3401,-0,-0.76119
8.245,-0.094594,-0.74153
6.437,-0.10885,-0.14687
2.1596,-0,-0.18225
2.2856,-0,-0.15998
2.2074,-0.11037,-0.19065
8.4626,-0,-0.7942
8.4352,-0.082125,-0.7899
3.5636,-0.087945,0.072696
5.9771,-0,0.1424
5.8996,-0.15361,0.15792
6.1095,-0,0.070424
6.1772,-0.12437,0.015818
2.8144,-0,-0.063062
2.9454,-0,-0.038388
2.8836,-0.085007,-0.058188
3.9333,-0,0.15172
3.9118,-0.14579,0.12668
8.0549,-0,-0.69657
8.1163,-0.10288,-0.71322
7.9615,-0.12635,-0.68543
4.3662,-0,0.23466
4.3161,-0.12956,0.21013
3.0774,-0,-0.013319
3.0254,-0.095613,-0.033266
6.0466,-0.13144,0.089722
2.0776,-0.091113,-0.20825
2.334,-0.096403,-0.16357
3.1342,-0.086387,-0.010392
4.4596,-0.11231,0.24083
8.7997,-0,-0.90024
8.8263,-0.10277,-0.91819
4.0113,-0.12191,0.15288
2.6815,-0,-0.087876
2.7599,-0.11081,-0.087943
9.3457,-0.040731,-1.1244
9.1024,-0.059593,-1.0187
-5.8355,-2.8633,1.9869
-5.7156,-2.9805,1.9869
-5.8448,-2.9767,1.9869
-5.9411,-2.8689,1.9869
-5.7055,-2.8605,1.9869
-6.0973,-2.8905,1.9869
-6.0316,-2.9623,1.9869
-6.1,-2.95,1.9869
-5.558,-2.9819,1.9869
-5.9481,-2.9708,1.9869
8.5804,-0,-0.82878
8.6928,-0,-0.86429
8.6549,-0.073858,-0.85555
8.5469,-0.078685,-0.82214
-5.5462,-2.8604,1.9869
5.3769,-0.15161,0.3007
8.7428,-0.06325,-0.88378
-5.3748,-2.9812,1.9869
-5.3653,-2.8619,1.9869
7.1549,-0,-1.6945
7.1778,-0.09133,-1.6874
7.2766,-0,-1.676
-5.2143,-2.9778,1.9869
-6.1577,-2.9218,1.9869
7.8557,-0,-1.5738
7.8903,-0.078521,-1.5658
7.9635,-0,-1.5521
7.9815,-0.070467,-1.5476
8.0739,-0,-1.529
-6.0269,-2.8775,1.9869
-5.078,-2.8678,1.9869
-4.971,-2.9655,1.9869
-5.0798,-2.9724,1.9869
-4.749,-2.9218,1.9869
-4.8113,-2.9459,1.9869
-4.8087,-2.8939,1.9869
-5.209,-2.864,1.9869
-4.8814,-2.882,1.9869
-4.97,-2.8737,1.9869
-4.8818,-2.9569,1.9869
6.1237,-0,-1.8149
6.2046,-0.15094,-1.7871
6.2789,-0,-1.8009
2.6402,-0.091743,-0.10568
8.3153,-0,-1.4754
8.3376,-0.11096,-1.4651
8.4353,-0,-1.4471
-8.0197,-4.5219,-1.0111
-8.1206,-4.5219,-0.93184
-7.9512,-4.5219,-0.93133
-8.2157,-4.5219,-1.0117
-8.3203,-4.5219,-0.93464
-8.4237,-4.5219,-1.012
-8.5,-4.5219,-0.93868
-7.8594,-4.5219,-1.0096
-7.8155,-4.5219,-0.93291
-7.5175,-4.5219,-0.99159
-7.5751,-4.5219,-0.99853
-7.5643,-4.5219,-0.94695
-8.5943,-4.5219,-1.0119
-8.6481,-4.5219,-0.94385
1.5033,-0,-0.29149
1.6088,-0,-0.27479
1.5643,-0.11835,-0.30488
5.1554,-0,-1.874
5.2274,-0.093608,-1.8627
5.292,-0,-1.8685
-7.7414,-4.5219,-1.0071
-7.629,-4.5219,-0.94078
-8.7235,-4.5219,-1.0106
5.3487,-0.08976,-1.8583
5.4324,-0,-1.862
-8.7561,-4.5219,-0.94962
1.2954,-0,-0.32331
1.3972,-0,-0.30791
1.3373,-0.09078,-0.3315
-7.7122,-4.5219,-0.93608
1.4508,-0.10434,-0.31812
9.2528,-0,-1.2225
9.1847,-0,-1.2434
9.2479,-0.055381,-1.2127
-7.4704,-4.5219,-0.97511
-7.6475,-4.5219,-1.0034
-8.8258,-4.5219,-1.0079
1.1963,-0,-0.33793
1.2369,-0.08771,-0.34595
8.5285,-0.099939,-1.4186
8.5546,-0,-1.4177
0.91458,-0,-0.37751
0.99905,-0,-0.36597
0.95703,-0.057388,-0.37847
-8.8446,-4.5219,-0.95682
1.0953,-0,-0.35248
1.1308,-0.077142,-0.35865
6.7941,-0,-1.744
6.8714,-0.10603,-1.7277
6.9135,-0,-1.7286
-8.9754,-4.5219,-0.98761
-8.9137,-4.5219,-0.96593
-8.9047,-4.5219,-1.003
1.6561,-0.10695,-0.28551
6.4226,-0,-1.7866
6.5053,-0.10208,-1.7708
6.5535,-0,-1.7725
6.3701,-0.11426,-1.7821
1.0324,-0.067742,-0.37037
-4.2935,-6.7699,-0.99874
-4.3807,-6.7699,-0.99311
-4.3783,-6.7699,-0.92419
0.89325,-0.049399,-0.38554
-4.2893,-6.7699,-0.91748
7.3983,-0,-1.6564
7.4403,-0.090161,-1.6464
7.5178,-0,-1.6362
7.3422,-0.099673,-1.6614
-4.4536,-6.7699,-0.93403
-3.8815,-6.7699,-1.0053
-4.0484,-6.7699,-1.0044
-4.0388,-6.7699,-0.90779
-3.8682,-6.7699,-0.90244
-4.4552,-6.7699,-0.98403
-3.7124,-6.7699,-1.0045
-4.52,-6.7699,-0.95925
-4.1838,-6.7699,-1.0024
-3.6995,-6.7699,-0.89792
-4.1773,-6.7699,-0.91221
-3.5684,-6.7699,-1.0001
-3.2802,-6.7699,-0.97147
-3.3564,-6.7699,-0.9839
-3.3522,-6.7699,-0.90856
7.7461,-0,-1.5949
7.7952,-0.083743,-1.584
-3.5573,-6.7699,-0.89783
-3.2788,-6.7699,-0.9201
-3.4429,-6.7699,-0.90151
-3.2192,-6.7699,-0.94712
-3.4517,-6.7699,-0.9932
9.3077,-0.043194,-1.1956
9.318,-0,-1.2021
9.3824,-0.025499,-1.1745
9.3882,-0,-1.1797
9.0455,-0,-1.2848
9.0553,-0.081226,-1.2697
9.1157,-0,-1.2641
-7.1564,-0.91338,-0.82499
-7.2037,-0.86803,-0.82499
-7.1496,-0.85014,-0.78785
-7.2003,-0.80311,-0.79286
-7.1505,-0.79136,-0.78116
-7.0939,-0.81568,-0.77052
4.3153,-0,-1.8889
4.3727,-0.11958,-1.8746
4.4497,-0,-1.8885
-7.1184,-0.74965,-0.77468
-7.0217,-0.74987,-0.75468
-7.031,-0.65735,-0.76619
-6.9449,-0.64758,-0.74805
5.8455,-0,-1.8369
5.915,-0.10869,-1.8213
5.9803,-0,-1.8268
-6.9931,-0.60322,-0.76748
-6.9127,-0.99944,-0.75574
-6.8435,-0.96839,-0.73166
-6.8607,-1.0469,-0.75228
-7.0479,-0.60129,-0.78221
-7.0235,-0.55586,-0.78735
4.1773,-0,-1.8884
4.2521,-0.11659,-1.8754
-7.0297,-0.85113,-0.75953
-6.9696,-1.0239,-0.77935
-6.9656,-0.96574,-0.76279
-7.0139,-0.99436,-0.7849
-6.7565,-0.92767,-0.70621
-6.8636,-0.86557,-0.72428
-6.7565,-0.80621,-0.69958
5.5541,-0.093353,-1.8473
5.5739,-0,-1.8544
-7.0967,-0.89518,-0.78318
-6.957,-0.81714,-0.74145
-6.9252,-1.0522,-0.77343
8.1928,-0,-1.5032
8.2292,-0.10105,-1.4918
-6.7565,-1.0355,-0.72153
-6.7565,-0.45622,-0.73993
-6.8549,-0.51181,-0.75262
-6.8852,-0.42707,-0.78353
-7.1922,-0.73441,-0.79126
-6.885,-0.72601,-0.72755
5.6629,-0.096967,-1.8403
5.713,-0,-1.8459
5.7868,-0.10551,-1.8307
-6.9358,-0.55852,-0.76283
-6.9366,-0.47664,-0.78441
-6.8955,-1.1014,-0.77882
-7.0974,-0.63414,-0.78737
-6.7565,-0.36457,-0.7638
-6.8079,-0.31774,-0.79244
-6.7565,-0.28485,-0.78678
-6.9646,-0.41227,-0.82499
-7.0838,-0.69928,-0.77187
-6.8267,-1.1058,-0.75774
-7.0378,-0.9389,-0.77689
-6.842,-0.60773,-0.73075
-6.9095,-0.93774,-0.74292
-6.7565,-0.68019,-0.70398
-6.8654,-1.1474,-0.78351
-7.1086,-0.95923,-0.82499
-6.9682,-0.89178,-0.75024
