-0.499938	-0.00782694	0.000665794	
-0.499635	-0.018596	0.00435057	
-0.499079	-0.030342	-3.71582e-18	
-0.498208	-0.0421459	-0.00350674	
-0.49715	-0.0533136	-6.52904e-18	
-0.495984	-0.0631386	0.00366906	
-0.494652	-0.072921	0.00123561	
-0.492489	-0.0863208	0.00182192	
-0.488071	-0.108565	0.000591796	
-0.485275	-0.12043	0.00228163	
-0.483543	-0.127185	-0.00311094	
-0.480446	-0.138455	-0.00134817	
-0.475503	-0.154586	-1.89313e-17	
-0.467872	-0.176339	-2.15953e-17	
-0.459247	-0.197717	-2.42133e-17	
-0.454567	-0.208251	-2.55034e-17	
-0.444485	-0.228982	-2.80422e-17	
-0.433458	-0.249226	-3.05214e-17	
-0.422326	-0.267658	-0.000441755	
-0.409317	-0.287151	-0.0019688	
-0.401916	-0.297428	-3.64244e-17	
-0.38837	-0.314908	-0.00121369	
-0.381325	-0.323406	-0.000190414	
-0.366142	-0.340498	0.000939033	
-0.348681	-0.358347	0.00304809	
-0.340599	-0.366046	-0.00161256	
-0.332884	-0.373049	0.00481177	
-0.323317	-0.3814	-4.6708e-17	
-0.30629	-0.395198	0.0022465	
-0.299273	-0.400524	-0.00403775	
-0.286749	-0.409592	-0.00312793	
-0.268706	-0.421654	0.00223747	
-0.258662	-0.427885	-0.00286244	
-0.24915	-0.433486	0.00373978	
-0.237812	-0.439824	-5.38629e-17	
-0.217287	-0.450318	-5.51481e-17	
-0.206848	-0.455208	-5.57469e-17	
-0.176588	-0.467773	0.00229109	
-0.162588	-0.472826	0.000930946	
-0.143976	-0.478801	-0.00452415	
-0.131837	-0.482305	-0.000898515	
-0.106092	-0.488615	0.000596744	
-0.0878681	-0.492197	-0.0045832	
-0.0746473	-0.494396	-6.05461e-17	
-0.0403018	-0.498373	-6.10331e-17	
-0.0191709	-0.499604	-0.00529919	
-0.005787	-0.499964	-0.00147374	
0.00525638	-0.499952	0.00449504	
0.0172875	-0.499701	-6.11957e-17	
0.0402388	-0.498372	0.00245319	
0.0517798	-0.497312	-6.09031e-17	
0.0751614	-0.494294	-0.00489551	
0.0863672	-0.492479	-0.00226677	
0.0973561	-0.49043	-6.00604e-17	
0.119845	-0.485357	-0.00807815	
0.131189	-0.482481	-0.00142945	
0.142631	-0.4792	0.00490222	
0.153118	-0.475978	-5.82905e-17	
0.17379	-0.468824	0.00108875	
0.185646	-0.464258	-5.68552e-17	
0.207843	-0.454748	-0.0023662	
0.23621	-0.44068	0.0024235	
0.256611	-0.429128	-0.00024919	
0.269569	-0.421108	-0.000891612	
0.292016	-0.405853	0.00322562	
0.313622	-0.3894	0.00295353	
0.322478	-0.382102	-0.00241162	
0.332024	-0.373845	-4.57828e-17	
0.348902	-0.358144	-4.386e-17	
0.356868	-0.350197	-0.00280491	
0.36504	-0.341681	-4.18439e-17	
0.380401	-0.324492	-3.97389e-17	
0.401164	-0.298431	-0.00257315	
0.414195	-0.280063	-0.00262375	
0.420611	-0.270343	-0.00101676	
0.427225	-0.259747	0.00316741	
0.433458	-0.249226	-3.05214e-17	
0.448649	-0.220705	-0.00176716	
0.454386	-0.208643	-0.00121556	
0.464352	-0.185399	-0.00217329	
0.472378	-0.163833	-0.00419548	
0.478779	-0.144029	-0.00512691	
0.481583	-0.134442	0.00171542	
0.48505	-0.121355	-1.48617e-17	
0.487985	-0.108814	-0.00547857	
0.490224	-0.098369	-0.00190655	
0.493853	-0.0781327	0.00206489	
0.495788	-0.06476	-7.93082e-18	
0.498246	-0.0418389	-5.12379e-18	
0.499109	-0.0294668	-0.00469847	
0.499691	-0.017255	0.00333755	
-0.499931	0.000147881	-0.00828185	
-0.499935	0.00780772	0.00189076	
0.499918	-0.00120979	-0.00895616	
0.499929	0.00839365	-0.000617375	
0.499936	-0.00200687	0.00776248	
-0.245513	0.218434	-0.376842	
-0.135182	0.237281	0.418836	
0.246776	0.377624	-0.215642	
0.234009	0.0788236	-0.434772	
0.0350578	-0.382212	0.320445	
-0.190861	0.462134	0.00216965	
0.301175	0.100535	0.386247	
-0.190191	-0.228582	-0.401968	
-0.33773	-0.155819	0.334154	
0.149082	0.305453	0.366706	
0.215325	-0.287394	-0.347908	
-0.393867	0.265945	0.155376	
0.401077	0.270961	0.125371	
-0.0479565	-0.0864238	0.490134	
0.318474	-0.129766	0.362953	
0.181454	0.427085	0.186207	
-0.41527	-0.0716836	-0.269095	
0.430557	0.127103	-0.220149	
-0.430557	0.220149	-0.127103	
0.420993	-0.0922599	-0.253482	
-0.00275341	0.353941	-0.353154	
-0.0510079	-0.140239	-0.477212	
-0.0164341	0.206794	-0.454936	
0.0290723	0.481833	-0.130353	
-0.36678	0.0997349	0.324846	
-0.16392	0.408201	0.237702	
-0.104366	-0.422996	-0.24532	
-0.219036	0.390462	-0.222626	
-0.217341	0.000260783	-0.450292	
0.0519443	0.12554	0.481187	
0.44467	0.0283586	0.226857	
0.299684	-0.326099	0.232054	
-0.285246	-0.34634	0.220643	
-0.281015	-0.357917	-0.207186	
-0.174858	-0.258746	0.39048	
-0.000279549	0.489148	0.103604	
0.213577	0.451389	-0.0251534	
-0.422608	-0.0768519	0.255923	
0.420169	0.230555	-0.142488	
-0.274565	0.0623695	0.413188	
0.392723	-0.25308	0.178099	
0.162584	-0.431646	-0.192998	
0.198484	-0.0230179	0.458339	
0.145768	-0.152103	0.453449	
-0.276594	0.292801	0.296248	
0.241185	0.251217	-0.358775	
0.22504	-0.115561	-0.43128	
-0.329253	0.363826	-0.0960361	
-0.469788	0.0848142	0.148681	
0.300042	-0.362494	-0.169034	
0.0722718	0.424822	0.25358	
-0.341378	0.0521512	-0.361582	
0.286873	0.326202	0.24758	
-0.076384	-0.307431	-0.386848	
0.0992802	-0.0282539	-0.489229	
-0.421327	0.103302	-0.248621	
-0.042483	-0.46743	0.172351	
-0.0917887	0.0875839	0.483636	
-0.00309262	-0.246245	0.435148	
-0.470958	0.162574	0.0420458	
-0.417591	-0.218161	-0.167401	
0.355075	0.227408	0.268715	
-0.225203	-0.103532	0.43424	
0.101122	-0.460137	0.167476	
0.332428	0.355791	-0.113598	
-0.303107	0.384101	0.10292	
0.473804	0.155465	0.0366077	
-0.0283247	0.348984	0.356942	
0.0864972	-0.236259	-0.432088	
-0.42402	-0.211501	0.159608	
-0.0697087	-0.0133844	-0.494936	
-0.317899	-0.255989	-0.288808	
-0.350025	0.254302	-0.250624	
0.226433	-0.265351	0.358214	
