-0.16814,1.2881,-0.29054
-0.42638,1.2881,-0.29054
-0.29808,1.2881,-0.28309
-0.42638,1.2881,-0.26037
-0.16814,0.65312,-0.29054
0.15782,0.65312,-0.29054
-0.085406,0.65312,-0.28753
-0.003087,0.65312,-0.27846
0.078057,0.65312,-0.26321
0.15782,0.65312,-0.24146
0.41502,1.2075,0.44902
0.38213,2.0512,0.47667
0.41467,1.2017,0.44934
0.42374,2.0512,0.44089
0.41602,1.2131,0.44811
0.41763,1.2185,0.44663
0.41974,1.2235,0.44467
0.42513,1.2323,0.43956
0.43156,1.2395,0.43326
0.43861,1.2451,0.42609
0.44597,1.2492,0.41826
0.45966,2.0512,0.40269
0.45351,1.2517,0.40986
0.46098,1.2525,0.4011
0.48953,2.0512,0.36242
0.49489,1.2525,0.35392
0.51306,2.0512,0.32048
0.52111,1.2525,0.3022
0.53004,2.0512,0.27728
0.53788,1.2525,0.24674
0.54029,2.0512,0.23322
0.54371,1.2525,0.18916
0.54371,2.0512,0.18873
0.54029,2.0512,0.14424
0.53793,1.2525,0.13101
0.53004,2.0512,0.10018
0.52126,1.2525,0.07563
0.51306,2.0512,0.05698
0.49495,1.2525,0.02364
0.48953,2.0512,0.01504
0.46098,1.2525,-0.02364
0.45966,2.0512,-0.02522
0.45352,1.2517,-0.03239
0.44601,1.2492,-0.04076
0.42374,2.0512,-0.06343
0.43862,1.2452,-0.04862
0.43162,1.2396,-0.05574
0.42517,1.2324,-0.06206
0.41977,1.2236,-0.06718
0.41765,1.2185,-0.06915
0.41604,1.2132,-0.07063
0.41502,1.2075,-0.07156
0.41467,1.2017,-0.07187
0.39572,0.69893,-0.0883
0.41467,0.74454,-0.07187
0.39572,0.68225,-0.0883
0.39572,0.61626,-0.0883
0.31635,0.62047,-0.1438
0.33522,-1.301,-0.13221
0.22734,-1.301,-0.18865
0.2237,0.62469,-0.19019
0.19564,0.65881,-0.2014
0.19098,0.64999,-0.20315
0.18482,0.64237,-0.20542
0.17733,0.63612,-0.20811
0.16887,0.63152,-0.21106
0.10427,-1.301,-0.23059
0.15967,0.62868,-0.21415
0.15011,0.62772,-0.21726
0.012837,0.62772,-0.25023
